"year","county","FIPS","candidate","party","unemployment_rate","percentage_votes"
2012,"mcmullen","48311","Barack Obama","democrat",2.4,0.133200795228628
2012,"madison","48313","Barack Obama","democrat",7.1,0.240069513406157
2012,"marion","48315","Barack Obama","democrat",9.1,0.349135917795423
2012,"martin","48317","Barack Obama","democrat",4.5,0.152709359605911
2012,"mason","48319","Barack Obama","democrat",5.2,0.193089430894309
2012,"matagorda","48321","Barack Obama","democrat",10.1,0.328030989862359
2012,"maverick","48323","Barack Obama","democrat",12.5,0.786045630976049
2012,"medina","48325","Barack Obama","democrat",6.6,0.298087108231042
2012,"menard","48327","Barack Obama","democrat",6.3,0.201413427561837
2012,"midland","48329","Barack Obama","democrat",3.9,0.185797250936162
2012,"milam","48331","Barack Obama","democrat",8.6,0.320291616038882
2012,"mills","48333","Barack Obama","democrat",5.4,0.126760563380282
2012,"mitchell","48335","Barack Obama","democrat",6,0.232297063903282
2012,"montague","48337","Barack Obama","democrat",5.4,0.143981421752032
2012,"montgomery","48339","Barack Obama","democrat",5.9,0.190164805647178
2012,"moore","48341","Barack Obama","democrat",4.3,0.193380140421264
2012,"morris","48343","Barack Obama","democrat",9.7,0.36154893948239
2012,"motley","48345","Barack Obama","democrat",5.9,0.0916666666666667
2012,"nacogdoches","48347","Barack Obama","democrat",6.6,0.313029584079795
2012,"navarro","48349","Barack Obama","democrat",7.3,0.283129393387139
2012,"newton","48351","Barack Obama","democrat",11.1,0.285738626682569
2012,"nolan","48353","Barack Obama","democrat",5.9,0.265792349726776
2012,"nueces","48355","Barack Obama","democrat",6.6,0.476275701323566
2012,"ochiltree","48357","Barack Obama","democrat",3.9,0.0845305713331106
2012,"oldham","48359","Barack Obama","democrat",4.3,0.0817031070195627
2012,"orange","48361","Barack Obama","democrat",10.5,0.222819319745724
2012,"palo pinto","48363","Barack Obama","democrat",6.7,0.193959515904466
2012,"panola","48365","Barack Obama","democrat",6.9,0.216129032258065
2012,"parker","48367","Barack Obama","democrat",5.9,0.164653834863924
2012,"parmer","48369","Barack Obama","democrat",4.1,0.207126076742365
2012,"pecos","48371","Barack Obama","democrat",5.1,0.383373493975904
2012,"polk","48373","Barack Obama","democrat",8,0.253945855545103
2012,"potter","48375","Barack Obama","democrat",5.3,0.269413988657845
2012,"presidio","48377","Barack Obama","democrat",13.3,0.705558613098514
2012,"rains","48379","Barack Obama","democrat",7,0.186200146806949
2012,"randall","48381","Barack Obama","democrat",4.4,0.152406632324533
2012,"reagan","48383","Barack Obama","democrat",3.4,0.187425860023725
2012,"real","48385","Barack Obama","democrat",9.4,0.180456026058632
2012,"red river","48387","Barack Obama","democrat",10.7,0.292077256602286
2012,"reeves","48389","Barack Obama","democrat",6.8,0.575251998609663
2012,"refugio","48391","Barack Obama","democrat",6,0.372805379155771
2012,"roberts","48393","Barack Obama","democrat",5.1,0.0649606299212598
2012,"robertson","48395","Barack Obama","democrat",8,0.383971456017566
2012,"rockwall","48397","Barack Obama","democrat",6.2,0.227591232692415
2012,"runnels","48399","Barack Obama","democrat",5.5,0.141494002181025
2012,"rusk","48401","Barack Obama","democrat",6.3,0.23999784320069
2012,"sabine","48403","Barack Obama","democrat",14.6,0.176277850589777
2012,"san augustine","48405","Barack Obama","democrat",12.1,0.323306233062331
2012,"san jacinto","48407","Barack Obama","democrat",8.2,0.250623960066556
2012,"san patricio","48409","Barack Obama","democrat",7.6,0.391274031278016
2012,"san saba","48411","Barack Obama","democrat",6.2,0.14298362107127
2012,"schleicher","48413","Barack Obama","democrat",4,0.217305801376598
2012,"scurry","48415","Barack Obama","democrat",4.5,0.166699820966779
2012,"shackelford","48417","Barack Obama","democrat",3.5,0.0961115187087307
2012,"shelby","48419","Barack Obama","democrat",7.3,0.25010771219302
2012,"sherman","48421","Barack Obama","democrat",4.2,0.116570327552987
2012,"smith","48423","Barack Obama","democrat",7,0.269544352457884
2012,"somervell","48425","Barack Obama","democrat",6.6,0.173261729790842
2012,"starr","48427","Barack Obama","democrat",14.5,0.863418328704873
2012,"stephens","48429","Barack Obama","democrat",5.9,0.139214536928488
2012,"sterling","48431","Barack Obama","democrat",3.5,0.062753036437247
2012,"stonewall","48433","Barack Obama","democrat",4.4,0.237037037037037
2012,"sutton","48435","Barack Obama","democrat",4.7,0.247817327065144
2012,"swisher","48437","Barack Obama","democrat",5.9,0.255066079295154
2012,"tarrant","48439","Barack Obama","democrat",6.5,0.414266070814713
2012,"taylor","48441","Barack Obama","democrat",5.7,0.225365786006518
2012,"terrell","48443","Barack Obama","democrat",4.7,0.331531531531532
2012,"terry","48445","Barack Obama","democrat",6.5,0.285521703963332
2012,"throckmorton","48447","Barack Obama","democrat",5.3,0.134071340713407
2012,"titus","48449","Barack Obama","democrat",7.5,0.29907386491981
2012,"tom green","48451","Barack Obama","democrat",5.3,0.253104575163399
2012,"travis","48453","Barack Obama","democrat",5.5,0.601430797014393
2012,"trinity","48455","Barack Obama","democrat",8.2,0.258861267040898
2012,"tyler","48457","Barack Obama","democrat",10.7,0.217925267833812
2012,"upshur","48459","Barack Obama","democrat",6.7,0.196261064869864
2012,"upton","48461","Barack Obama","democrat",4,0.256153846153846
2012,"uvalde","48463","Barack Obama","democrat",7.9,0.453467694131595
2012,"val verde","48465","Barack Obama","democrat",7.6,0.520238390861684
2012,"van zandt","48467","Barack Obama","democrat",6.9,0.161465968586387
2012,"victoria","48469","Barack Obama","democrat",5.6,0.305063598239351
2012,"walker","48471","Barack Obama","democrat",6.9,0.334599946481135
2012,"waller","48473","Barack Obama","democrat",7,0.409634008300843
2012,"ward","48475","Barack Obama","democrat",4.8,0.259167950693374
2012,"washington","48477","Barack Obama","democrat",5.6,0.234840591789956
2012,"webb","48479","Barack Obama","democrat",6.5,0.765567094278151
2012,"wharton","48481","Barack Obama","democrat",6.8,0.300631788173493
2012,"wheeler","48483","Barack Obama","democrat",4.4,0.109022556390977
2012,"wichita","48485","Barack Obama","democrat",6.1,0.256594665756497
2012,"wilbarger","48487","Barack Obama","democrat",6,0.243969849246231
2012,"willacy","48489","Barack Obama","democrat",15.8,0.710900473933649
2012,"williamson","48491","Barack Obama","democrat",5.8,0.378971158380851
2012,"wilson","48493","Barack Obama","democrat",5.5,0.280209241499564
2012,"winkler","48495","Barack Obama","democrat",5.6,0.230724637681159
2012,"wise","48497","Barack Obama","democrat",6.5,0.15526632923596
2012,"wood","48499","Barack Obama","democrat",7.9,0.173824014561174
2012,"yoakum","48501","Barack Obama","democrat",4,0.192199248120301
2012,"young","48503","Barack Obama","democrat",5.7,0.135593220338983
2012,"zapata","48505","Barack Obama","democrat",6.3,0.713237369460909
2012,"zavala","48507","Barack Obama","democrat",13.5,0.832740213523132
2016,"anderson","48001","Hillary Clinton","democrat",4.3,0.198444954939035
2016,"andrews","48003","Hillary Clinton","democrat",4.7,0.169128059882662
2016,"angelina","48005","Hillary Clinton","democrat",5.9,0.252014309117047
2016,"aransas","48007","Hillary Clinton","democrat",5.6,0.234493911719939
2016,"archer","48009","Hillary Clinton","democrat",4.3,0.0919915946766285
2016,"armstrong","48011","Hillary Clinton","democrat",2.8,0.0685602350636631
2016,"atascosa","48013","Hillary Clinton","democrat",5.3,0.340159438309076
2016,"austin","48015","Hillary Clinton","democrat",5.3,0.189017435228939
2016,"bailey","48017","Hillary Clinton","democrat",4.4,0.221416620189626
2016,"bandera","48019","Hillary Clinton","democrat",4.1,0.168917596398512
2016,"bastrop","48021","Hillary Clinton","democrat",3.7,0.371441625079075
2016,"baylor","48023","Hillary Clinton","democrat",3.6,0.127418278852568
2016,"bee","48025","Hillary Clinton","democrat",7.5,0.405892751915144
2016,"bell","48027","Hillary Clinton","democrat",4.5,0.397930395603933
2016,"bexar","48029","Hillary Clinton","democrat",3.7,0.541936249777408
2016,"blanco","48031","Hillary Clinton","democrat",3.1,0.21882145998241
2016,"borden","48033","Hillary Clinton","democrat",3.6,0.0849315068493151
2016,"bosque","48035","Hillary Clinton","democrat",4.3,0.163051798928298
2016,"bowie","48037","Hillary Clinton","democrat",4.7,0.255418761921276
2016,"brazoria","48039","Hillary Clinton","democrat",5.2,0.356491529200122
2016,"brazos","48041","Hillary Clinton","democrat",3.5,0.344006189463034
2016,"brewster","48043","Hillary Clinton","democrat",3.8,0.440498588899341
2016,"briscoe","48045","Hillary Clinton","democrat",4.4,0.123641304347826
2016,"brooks","48047","Hillary Clinton","democrat",11.8,0.746147919876733
2016,"brown","48049","Hillary Clinton","democrat",4.3,0.115571082275774
2016,"burleson","48051","Hillary Clinton","democrat",4.6,0.214224137931034
2016,"burnet","48053","Hillary Clinton","democrat",3.5,0.197719225161425
2016,"caldwell","48055","Hillary Clinton","democrat",4.3,0.39654316903738
2016,"calhoun","48057","Hillary Clinton","democrat",5.6,0.304091888011486
2016,"callahan","48059","Hillary Clinton","democrat",4.3,0.101989603871662
2016,"cameron","48061","Hillary Clinton","democrat",7.2,0.645119951346127
2016,"camp","48063","Hillary Clinton","democrat",6.8,0.277410832232497
2016,"carson","48065","Hillary Clinton","democrat",3.3,0.0840080971659919
2016,"cass","48067","Hillary Clinton","democrat",7.2,0.193697342838626
2016,"castro","48069","Hillary Clinton","democrat",3.1,0.263395092638958
2016,"chambers","48071","Hillary Clinton","democrat",6.1,0.17562254259502
2016,"cherokee","48073","Hillary Clinton","democrat",5.1,0.206611078022633
2016,"childress","48075","Hillary Clinton","democrat",3,0.121401151631478
2016,"clay","48077","Hillary Clinton","democrat",4.4,0.106815464328418
2016,"cochran","48079","Hillary Clinton","democrat",5.1,0.210876803551609
2016,"coke","48081","Hillary Clinton","democrat",4.2,0.0983836964160225
2016,"coleman","48083","Hillary Clinton","democrat",5.8,0.106505627230305
2016,"collin","48085","Hillary Clinton","democrat",3.5,0.389088564795985
2016,"collingsworth","48087","Hillary Clinton","democrat",3.5,0.125432525951557
2016,"colorado","48089","Hillary Clinton","democrat",4.7,0.233407729355104
2016,"comal","48091","Hillary Clinton","democrat",3.6,0.228987744861527
2016,"comanche","48093","Hillary Clinton","democrat",4.3,0.150658774107313
2016,"concho","48095","Hillary Clinton","democrat",3.4,0.138576779026217
2016,"cooke","48097","Hillary Clinton","democrat",4,0.147414603572548
2016,"coryell","48099","Hillary Clinton","democrat",4.7,0.277433846490988
2016,"cottle","48101","Hillary Clinton","democrat",5.1,0.150326797385621
2016,"crane","48103","Hillary Clinton","democrat",8.6,0.216040462427746
2016,"crockett","48105","Hillary Clinton","democrat",7.5,0.266666666666667
2016,"crosby","48107","Hillary Clinton","democrat",4.4,0.270833333333333
2016,"culberson","48109","Hillary Clinton","democrat",4.1,0.591916558018253
2016,"dallam","48111","Hillary Clinton","democrat",2.2,0.143782383419689
2016,"dallas","48113","Hillary Clinton","democrat",4,0.607505141816639
2016,"dawson","48115","Hillary Clinton","democrat",5,0.234353073252877
2016,"deaf smith","48117","Hillary Clinton","democrat",3.1,0.28107210626186
2016,"delta","48119","Hillary Clinton","democrat",3.8,0.175361683472161
2016,"denton","48121","Hillary Clinton","democrat",3.4,0.371310418724573
2016,"dewitt","48123","Hillary Clinton","democrat",5.5,0.169929865575687
2016,"dickens","48125","Hillary Clinton","democrat",4.9,0.140814081408141
2016,"dimmit","48127","Hillary Clinton","democrat",7.1,0.673798449612403
2016,"donley","48129","Hillary Clinton","democrat",4,0.13037542662116
2016,"duval","48131","Hillary Clinton","democrat",10.9,0.667706333973129
2016,"eastland","48133","Hillary Clinton","democrat",5.4,0.111446215711619
2016,"ector","48135","Hillary Clinton","democrat",6.3,0.280563920065699
2016,"edwards","48137","Hillary Clinton","democrat",4.6,0.282385834109972
2016,"ellis","48139","Hillary Clinton","democrat",3.7,0.255257330422628
2016,"el paso","48141","Hillary Clinton","democrat",4.9,0.69082931479197
2016,"erath","48143","Hillary Clinton","democrat",4,0.155473979702008
2016,"falls","48145","Hillary Clinton","democrat",4.4,0.320884146341463
2016,"fannin","48147","Hillary Clinton","democrat",3.8,0.17701760212554
2016,"fayette","48149","Hillary Clinton","democrat",3.6,0.191873993198497
2016,"fisher","48151","Hillary Clinton","democrat",4.3,0.233082706766917
2016,"floyd","48153","Hillary Clinton","democrat",5,0.222052067381317
2016,"foard","48155","Hillary Clinton","democrat",3.7,0.220272904483431
2016,"fort bend","48157","Hillary Clinton","democrat",5,0.513939236680836
2016,"franklin","48159","Hillary Clinton","democrat",4.9,0.151826484018265
2016,"freestone","48161","Hillary Clinton","democrat",6.7,0.191436751691827
2016,"frio","48163","Hillary Clinton","democrat",4.9,0.555454545454545
2016,"gaines","48165","Hillary Clinton","democrat",3.7,0.129220779220779
2016,"galveston","48167","Hillary Clinton","democrat",5.3,0.355223224819573
2016,"garza","48169","Hillary Clinton","democrat",3.9,0.154986522911051
2016,"gillespie","48171","Hillary Clinton","democrat",2.8,0.173149689723021
2016,"glasscock","48173","Hillary Clinton","democrat",3.9,0.0562913907284768
2016,"goliad","48175","Hillary Clinton","democrat",5.8,0.262405609492988
2016,"gonzales","48177","Hillary Clinton","democrat",4.2,0.24802652352384
2016,"gray","48179","Hillary Clinton","democrat",6.9,0.0946657663740716
2016,"grayson","48181","Hillary Clinton","democrat",3.8,0.217247342669141
2016,"gregg","48183","Hillary Clinton","democrat",6.1,0.279695322043642
2016,"grimes","48185","Hillary Clinton","democrat",6.6,0.230147907269485
2016,"guadalupe","48187","Hillary Clinton","democrat",3.6,0.318062329217253
2016,"hale","48189","Hillary Clinton","democrat",5.6,0.237186723865432
2016,"hall","48191","Hillary Clinton","democrat",6.7,0.15032080659945
2016,"hamilton","48193","Hillary Clinton","democrat",4.9,0.13232044198895
2016,"hansford","48195","Hillary Clinton","democrat",3.1,0.0878274268104777
2016,"hardeman","48197","Hillary Clinton","democrat",3.9,0.164573694646398
2016,"hardin","48199","Hillary Clinton","democrat",6.1,0.122036874451273
2016,"harris","48201","Hillary Clinton","democrat",5.3,0.539522540758716
2016,"harrison","48203","Hillary Clinton","democrat",6,0.269361157149314
2016,"hartley","48205","Hillary Clinton","democrat",2,0.0886270491803279
2016,"haskell","48207","Hillary Clinton","democrat",4.2,0.177401129943503
2016,"hays","48209","Hillary Clinton","democrat",3.3,0.460395765201486
2016,"hemphill","48211","Hillary Clinton","democrat",3.7,0.106784660766962
2016,"henderson","48213","Hillary Clinton","democrat",4.7,0.188683641204859
2016,"hidalgo","48215","Hillary Clinton","democrat",7.8,0.685026839717015
2016,"hill","48217","Hillary Clinton","democrat",4.4,0.196376252891288
2016,"hockley","48219","Hillary Clinton","democrat",4.6,0.172343044727124
2016,"hood","48221","Hillary Clinton","democrat",4.7,0.152615946995659
2016,"hopkins","48223","Hillary Clinton","democrat",4,0.185404047865268
2016,"houston","48225","Hillary Clinton","democrat",4.6,0.236801149287681
2016,"howard","48227","Hillary Clinton","democrat",5.5,0.202911842256105
2016,"hudspeth","48229","Hillary Clinton","democrat",6,0.371986222732491
2016,"hunt","48231","Hillary Clinton","democrat",4.3,0.202700133105153
2016,"hutchinson","48233","Hillary Clinton","democrat",5.6,0.104721030042918
2016,"irion","48235","Hillary Clinton","democrat",3.2,0.117493472584856
2016,"jack","48237","Hillary Clinton","democrat",4.9,0.0937313432835821
2016,"jackson","48239","Hillary Clinton","democrat",4.7,0.170501697472652
2016,"jasper","48241","Hillary Clinton","democrat",7.7,0.19300991131977
2016,"jeff davis","48243","Hillary Clinton","democrat",2.9,0.354324097397145
2016,"jefferson","48245","Hillary Clinton","democrat",7,0.484409596201694
2016,"jim hogg","48247","Hillary Clinton","democrat",9.5,0.771590372817367
2016,"jim wells","48249","Hillary Clinton","democrat",10.5,0.540754503594798
2016,"johnson","48251","Hillary Clinton","democrat",4.3,0.190744019720168
2016,"jones","48253","Hillary Clinton","democrat",5.8,0.157046979865772
2016,"karnes","48255","Hillary Clinton","democrat",4.9,0.272748928060981
2016,"kaufman","48257","Hillary Clinton","democrat",3.8,0.24907306434024
2016,"kendall","48259","Hillary Clinton","democrat",3.2,0.181063618290258
2016,"kenedy","48261","Hillary Clinton","democrat",4.6,0.532258064516129
2016,"kent","48263","Hillary Clinton","democrat",3,0.135944700460829
2016,"kerr","48265","Hillary Clinton","democrat",3.6,0.200927158003176
2016,"kimble","48267","Hillary Clinton","democrat",3.8,0.105532786885246
2016,"king","48269","Hillary Clinton","democrat",3.9,0.0314465408805031
2016,"kinney","48271","Hillary Clinton","democrat",5.8,0.32027972027972
2016,"kleberg","48273","Hillary Clinton","democrat",6.7,0.495794785534062
2016,"knox","48275","Hillary Clinton","democrat",4.2,0.180687637161668
2016,"lamar","48277","Hillary Clinton","democrat",4.6,0.192520552361507
2016,"lamb","48279","Hillary Clinton","democrat",6.5,0.192991239048811
2016,"lampasas","48281","Hillary Clinton","democrat",4.1,0.180743449116392
2016,"la salle","48283","Hillary Clinton","democrat",5.1,0.548324429334628
2016,"lavaca","48285","Hillary Clinton","democrat",4.2,0.135088326983027
2016,"lee","48287","Hillary Clinton","democrat",3.8,0.209946442234124
2016,"leon","48289","Hillary Clinton","democrat",6.5,0.122193843258502
2016,"liberty","48291","Hillary Clinton","democrat",7.5,0.200354390736391
2016,"limestone","48293","Hillary Clinton","democrat",5.6,0.229745445147952
2016,"lipscomb","48295","Hillary Clinton","democrat",4.4,0.101351351351351
2016,"live oak","48297","Hillary Clinton","democrat",5.9,0.172477917247792
2016,"llano","48299","Hillary Clinton","democrat",4.2,0.174691298937494
2016,"loving","48301","Hillary Clinton","democrat",4.7,0.0615384615384615
2016,"lubbock","48303","Hillary Clinton","democrat",3.4,0.283023441366285
2016,"lynn","48305","Hillary Clinton","democrat",4,0.20059731209557
2016,"mcculloch","48307","Hillary Clinton","democrat",4.5,0.155333548179181
2016,"mclennan","48309","Hillary Clinton","democrat",3.9,0.342244704394562
2016,"mcmullen","48311","Hillary Clinton","democrat",2.1,0.0801603206412826
2016,"madison","48313","Hillary Clinton","democrat",5.1,0.205409186290511
2016,"marion","48315","Hillary Clinton","democrat",7,0.274893817838603
2016,"martin","48317","Hillary Clinton","democrat",4.4,0.150964812712826
2016,"mason","48319","Hillary Clinton","democrat",3.6,0.17209528439475
2016,"matagorda","48321","Hillary Clinton","democrat",7.3,0.286979337487701
2016,"maverick","48323","Hillary Clinton","democrat",11.2,0.76516043567854
2016,"medina","48325","Hillary Clinton","democrat",4.4,0.268699988403108
2016,"menard","48327","Hillary Clinton","democrat",4.4,0.178240740740741
2016,"midland","48329","Hillary Clinton","democrat",4.4,0.203710477119402
2016,"milam","48331","Hillary Clinton","democrat",5.1,0.236726685133887
2016,"mills","48333","Hillary Clinton","democrat",4.2,0.108240534521158
2016,"mitchell","48335","Hillary Clinton","democrat",7,0.16120218579235
2016,"montague","48337","Hillary Clinton","democrat",4.9,0.102859135285914
2016,"montgomery","48339","Hillary Clinton","democrat",4.9,0.223987450643106
2016,"moore","48341","Hillary Clinton","democrat",3,0.20779712339137
2016,"morris","48343","Hillary Clinton","democrat",10.9,0.286547355720893
2016,"motley","48345","Hillary Clinton","democrat",3.5,0.0650406504065041
2016,"nacogdoches","48347","Hillary Clinton","democrat",4.7,0.302625762532048
2016,"navarro","48349","Hillary Clinton","democrat",4.2,0.243534351609566
2016,"newton","48351","Hillary Clinton","democrat",7.9,0.20889049512107
2016,"nolan","48353","Hillary Clinton","democrat",4.8,0.211859172328598
2016,"nueces","48355","Hillary Clinton","democrat",5.6,0.471222642593746
2016,"ochiltree","48357","Hillary Clinton","democrat",5.2,0.0912724850099933
2016,"oldham","48359","Hillary Clinton","democrat",3,0.0822784810126582
2016,"orange","48361","Hillary Clinton","democrat",6.7,0.17921875
2016,"palo pinto","48363","Hillary Clinton","democrat",5.5,0.166309639727361
2016,"panola","48365","Hillary Clinton","democrat",7.2,0.176171274961598
2016,"parker","48367","Hillary Clinton","democrat",4.1,0.146857454635056
2016,"parmer","48369","Hillary Clinton","democrat",2.5,0.196674776966748
2016,"pecos","48371","Hillary Clinton","democrat",5.9,0.371326164874552
2016,"polk","48373","Hillary Clinton","democrat",6.3,0.210910739472093
2016,"potter","48375","Hillary Clinton","democrat",3.3,0.267250706781613
2016,"presidio","48377","Hillary Clinton","democrat",10.7,0.660326086956522
2016,"rains","48379","Hillary Clinton","democrat",4,0.133588598170602
2016,"randall","48381","Hillary Clinton","democrat",2.9,0.154074210477857
2016,"reagan","48383","Hillary Clinton","democrat",6.2,0.184734513274336
2016,"real","48385","Hillary Clinton","democrat",5.7,0.155859607376562
2016,"red river","48387","Hillary Clinton","democrat",5.8,0.222631273009107
2016,"reeves","48389","Hillary Clinton","democrat",5.3,0.521042713567839
2016,"refugio","48391","Hillary Clinton","democrat",6.6,0.350746268656716
2016,"roberts","48393","Hillary Clinton","democrat",4.5,0.036101083032491
2016,"robertson","48395","Hillary Clinton","democrat",5.1,0.313148542999289
2016,"rockwall","48397","Hillary Clinton","democrat",3.5,0.241689195954741
2016,"runnels","48399","Hillary Clinton","democrat",3.9,0.119777895293496
2016,"rusk","48401","Hillary Clinton","democrat",5.8,0.207170685479625
2016,"sabine","48403","Hillary Clinton","democrat",9.4,0.132014620511718
2016,"san augustine","48405","Hillary Clinton","democrat",8.9,0.254973381899692
2016,"san jacinto","48407","Hillary Clinton","democrat",6.3,0.197041477327661
2016,"san patricio","48409","Hillary Clinton","democrat",7.4,0.363455855190247
2016,"san saba","48411","Hillary Clinton","democrat",3.4,0.124310564276623
2016,"schleicher","48413","Hillary Clinton","democrat",5.2,0.196411709159585
2016,"scurry","48415","Hillary Clinton","democrat",5.9,0.138589525430138
2016,"shackelford","48417","Hillary Clinton","democrat",3.8,0.0684840425531915
2016,"shelby","48419","Hillary Clinton","democrat",6,0.193484481620075
2016,"sherman","48421","Hillary Clinton","democrat",2.9,0.102673796791444
2016,"smith","48423","Hillary Clinton","democrat",4.5,0.263070970177425
2016,"somervell","48425","Hillary Clinton","democrat",4.8,0.138824736977162
2016,"starr","48427","Hillary Clinton","democrat",13.3,0.791226575809199
2016,"stephens","48429","Hillary Clinton","democrat",5.3,0.100548974284889
2016,"sterling","48431","Hillary Clinton","democrat",3.9,0.110584518167457
2016,"stonewall","48433","Hillary Clinton","democrat",4.4,0.192582025677603
2016,"sutton","48435","Hillary Clinton","democrat",7.9,0.221045197740113
2016,"swisher","48437","Hillary Clinton","democrat",4.2,0.20961887477314
2016,"tarrant","48439","Hillary Clinton","democrat",4,0.431392611074712
2016,"taylor","48441","Hillary Clinton","democrat",3.7,0.220393802312113
2016,"terrell","48443","Hillary Clinton","democrat",3.9,0.319634703196347
2016,"terry","48445","Hillary Clinton","democrat",4.8,0.224441132637854
2016,"throckmorton","48447","Hillary Clinton","democrat",3.5,0.103960396039604
2016,"titus","48449","Hillary Clinton","democrat",6.2,0.275719290795201
2016,"tom green","48451","Hillary Clinton","democrat",4.5,0.238389771043946
2016,"travis","48453","Hillary Clinton","democrat",3.2,0.657663423792456
2016,"trinity","48455","Hillary Clinton","democrat",6.1,0.19281537176274
2016,"tyler","48457","Hillary Clinton","democrat",7.3,0.155688622754491
2016,"upshur","48459","Hillary Clinton","democrat",6.4,0.148629238743521
2016,"upton","48461","Hillary Clinton","democrat",5.3,0.212323682256867
2016,"uvalde","48463","Hillary Clinton","democrat",5.3,0.431392235609103
2016,"val verde","48465","Hillary Clinton","democrat",6.2,0.511419549093045
2016,"van zandt","48467","Hillary Clinton","democrat",4.3,0.127866605756053
2016,"victoria","48469","Hillary Clinton","democrat",5.4,0.284869710503486
2016,"walker","48471","Hillary Clinton","democrat",5.2,0.307688421903415
2016,"waller","48473","Hillary Clinton","democrat",5.6,0.342469018112488
2016,"ward","48475","Hillary Clinton","democrat",5.7,0.227285921625544
2016,"washington","48477","Hillary Clinton","democrat",5.1,0.228082007013758
2016,"webb","48479","Hillary Clinton","democrat",4.9,0.743467182145681
2016,"wharton","48481","Hillary Clinton","democrat",5,0.287673092587564
2016,"wheeler","48483","Hillary Clinton","democrat",4.7,0.0841283607979185
2016,"wichita","48485","Hillary Clinton","democrat",4.3,0.230068994464703
2016,"wilbarger","48487","Hillary Clinton","democrat",4.7,0.197076735688185
2016,"willacy","48489","Hillary Clinton","democrat",12.2,0.671638861629048
2016,"williamson","48491","Hillary Clinton","democrat",3.4,0.415932558929688
2016,"wilson","48493","Hillary Clinton","democrat",3.9,0.246500617538082
2016,"winkler","48495","Hillary Clinton","democrat",7.7,0.223880597014925
2016,"wise","48497","Hillary Clinton","democrat",4.7,0.137713916693574
2016,"wood","48499","Hillary Clinton","democrat",5.3,0.140438938431142
2016,"yoakum","48501","Hillary Clinton","democrat",4.8,0.184976118106817
2016,"young","48503","Hillary Clinton","democrat",4.4,0.11366290385364
2016,"zapata","48505","Hillary Clinton","democrat",10.7,0.656588160407384
2016,"zavala","48507","Hillary Clinton","democrat",13.9,0.776207302709069
